"","sample_1","sample_2","n_common_CpGs","spearman","pearson","median_abs_difference","mean_abs_difference","root_mean_square_difference","mean_signed_difference","mean_sample_1","mean_sample_2","sample_ID_1","mushroom_1","location_1","replicate_1","tissue_1","sample_ID_2","mushroom_2","location_2","replicate_2","tissue_2"
"47","N3L","NW3S",2180689,0.594734706778174,0.981563067081277,0,1.75506280314322,4.91462559789393,-0.152598174374844,10.207745817645,8.68495915089529,"lamella_north_2","north_3","north",3,"lamella","stipe_northwest_1","northwest_3","northwest",3,"stipe"
"48","N3L","N2S",2406266,0.612007378271706,0.978716713248148,0,1.8198786901569,5.39331075051411,-0.304047098112667,10.207745817645,8.92090702626311,"lamella_north_2","north_3","north",3,"lamella","stipe_north_1","north_2","north",2,"stipe"
"49","N3L","W5SP",2013332,0.581396874581351,0.981456814005028,0,1.60071290307914,4.72900287299321,-0.00935479939317819,10.207745817645,8.04338692340584,"lamella_north_2","north_3","north",3,"lamella","spore_west_2","west_5","west",5,"spore"
"50","NE4L","NE5L",2767741,0.552253856267913,0.989567687414265,0,1.41172084424053,3.94194113434067,0.0196275496655922,10.3057178549955,9.84933902626368,"lamella_northeast_2","northeast_4","northeast",4,"lamella","lamella_northeast_3","northeast_5","northeast",5,"lamella"
"51","NE4L","NW3L",2782578,0.539889351013658,0.98422015419046,0,1.59231458851485,4.830020059152,0.00245824926561453,10.3057178549955,9.82541638235583,"lamella_northeast_2","northeast_4","northeast",4,"lamella","lamella_northwest_1","northwest_3","northwest",3,"lamella"
"52","NE4L","W4L",2774311,0.549038650103291,0.984565560735685,0,1.5658136183886,4.82354303917367,0.0189220551471578,10.3057178549955,9.99158621740444,"lamella_northeast_2","northeast_4","northeast",4,"lamella","lamella_west_2","west_4","west",4,"lamella"
"53","NE4L","W5L",2746653,0.550254568982525,0.984174134550361,0,1.59362317941959,4.84903776487426,-0.0338830232018745,10.3057178549955,9.85336732293851,"lamella_northeast_2","northeast_4","northeast",4,"lamella","lamella_west_3","west_5","west",5,"lamella"
"54","NE4L","N2SP",2579216,0.506822911146331,0.983714453056053,0,1.54925380790201,4.54477151954339,-0.000389968476236943,10.3057178549955,8.42806324105631,"lamella_northeast_2","northeast_4","northeast",4,"lamella","spore_north_1","north_2","north",2,"spore"
"55","NE4L","N4SP",2758924,0.529097359672435,0.984520839818197,0,1.60577727567367,4.74245451228652,0.0430578364448787,10.3057178549955,9.69140309024737,"lamella_northeast_2","northeast_4","northeast",4,"lamella","spore_north_3","north_4","north",4,"spore"
"56","NE4L","N4S",2856638,0.525928871342165,0.981759876665119,0,1.7709236389586,5.28156951867636,-0.273661717230553,10.3057178549955,9.94254415228311,"lamella_northeast_2","northeast_4","northeast",4,"lamella","stipe_north_3","north_4","north",4,"stipe"
"57","NE4L","NE3S",2870472,0.50837459128286,0.983567188187309,0,1.65494309719244,5.02399411512512,-0.157248348007798,10.3057178549955,10.1367314151562,"lamella_northeast_2","northeast_4","northeast",4,"lamella","stipe_northeast_1","northeast_3","northeast",3,"stipe"
"58","NE4L","NW4S",2590187,0.495664254798006,0.981263267072933,0,1.65774986281041,4.86947184566009,-0.133596192001989,10.3057178549955,8.29226100713483,"lamella_northeast_2","northeast_4","northeast",4,"lamella","stipe_northwest_2","northwest_4","northwest",4,"stipe"
"59","NE4L","N4L",2576412,0.554006267939017,0.984484398709248,0,1.58755308943604,4.7591113698716,0.0148733893599093,10.3057178549955,9.7006902315444,"lamella_northeast_2","northeast_4","northeast",4,"lamella","lamella_north_3","north_4","north",4,"lamella"
"60","NE4L","NE3L",2791722,0.547661531457815,0.989700528530428,0,1.42911234430061,3.91330153264473,-0.00812620571058422,10.3057178549955,9.86431564750248,"lamella_northeast_2","northeast_4","northeast",4,"lamella","lamella_northeast_1","northeast_3","northeast",3,"lamella"
"61","NE4L","NW5L",2856738,0.529447953376885,0.985112971023376,0,1.55729191049896,4.78910176300753,0.0175899036338352,10.3057178549955,10.2442516271712,"lamella_northeast_2","northeast_4","northeast",4,"lamella","lamella_northwest_3","northwest_5","northwest",5,"lamella"
"62","NE4L","N3SP",2629323,0.511522032287159,0.983990216326159,0,1.55929326678331,4.58499111279461,0.0121223272201822,10.3057178549955,8.72734335024228,"lamella_northeast_2","northeast_4","northeast",4,"lamella","spore_north_2","north_3","north",3,"spore"
"63","NE4L","W3SP",2571052,0.511327101774103,0.983699389965479,0,1.57461324571103,4.62529829277662,0.0509345945626092,10.3057178549955,8.7405607581908,"lamella_northeast_2","northeast_4","northeast",4,"lamella","spore_west_1","west_3","west",3,"spore"
"64","NE4L","NW5S",2247020,0.530952053689979,0.98060503618805,0,1.7125686931051,5.05816847558604,-0.147613834340853,10.3057178549955,8.69485725777494,"lamella_northeast_2","northeast_4","northeast",4,"lamella","stipe_northwest_3","northwest_5","northwest",5,"stipe"
"65","NE4L","NW4L",2750533,0.548172836687342,0.98458819885664,0,1.58750904897838,4.80508641623032,0.0141543873030021,10.3057178549955,9.95883760618417,"lamella_northeast_2","northeast_4","northeast",4,"lamella","lamella_northwest_2","northwest_4","northwest",4,"lamella"
"66","NE4L","NE4SP",2297395,0.510775592006991,0.990761790947007,0,1.34917577140849,3.37791148233212,0.0584524668717958,10.3057178549955,8.20820749899239,"lamella_northeast_2","northeast_4","northeast",4,"lamella","spore_northeast_1","northeast_4","northeast",4,"spore"
"67","NE4L","NW5SP",2572339,0.504944176260915,0.983222861497683,0,1.55074048142052,4.62366404081056,0.0224949397097546,10.3057178549955,8.46440291861712,"lamella_northeast_2","northeast_4","northeast",4,"lamella","spore_northwest_2","northwest_5","northwest",5,"spore"
"68","NE4L","W3L",2540400,0.550707923459022,0.984235540891614,0,1.58045621399361,4.75916128153323,0.0328478533297262,10.3057178549955,9.53813703520306,"lamella_northeast_2","northeast_4","northeast",4,"lamella","lamella_west_1","west_3","west",3,"lamella"
"69","NE4L","NE5S",2407758,0.514728175750111,0.981980052097272,0,1.6766455242932,4.81435080764257,-0.0616790191806258,10.3057178549955,8.52353874445286,"lamella_northeast_2","northeast_4","northeast",4,"lamella","stipe_northeast_3","northeast_5","northeast",5,"stipe"
"70","NE4L","NW3S",2188028,0.525473955392793,0.983107120161488,0,1.69028315516363,4.71423638289293,-0.124228948344476,10.3057178549955,8.68495915089529,"lamella_northeast_2","northeast_4","northeast",4,"lamella","stipe_northwest_1","northwest_3","northwest",3,"stipe"
"71","NE4L","N2S",2417580,0.542727249330526,0.980220200515962,0,1.75557383801052,5.21918743128155,-0.281128833660222,10.3057178549955,8.92090702626311,"lamella_northeast_2","northeast_4","northeast",4,"lamella","stipe_north_1","north_2","north",2,"stipe"
"72","NE4L","W5SP",2019631,0.508593124100117,0.982684185517038,0,1.54502422595654,4.57342520588653,0.0235288525414535,10.3057178549955,8.04338692340584,"lamella_northeast_2","northeast_4","northeast",4,"lamella","spore_west_2","west_5","west",5,"spore"
"73","NE5L","NW3L",2697729,0.623362253611951,0.981823090744018,0,1.63462454481633,5.1056453373427,-0.0136321315957537,9.84933902626368,9.82541638235583,"lamella_northeast_3","northeast_5","northeast",5,"lamella","lamella_northwest_1","northwest_3","northwest",3,"lamella"
"74","NE5L","W4L",2691859,0.632629418681515,0.982246967940916,0,1.60306419231687,5.08580359004968,0.00130802162619573,9.84933902626368,9.99158621740444,"lamella_northeast_3","northeast_5","northeast",5,"lamella","lamella_west_2","west_4","west",4,"lamella"
"75","NE5L","W5L",2669261,0.635070213910251,0.981775048625018,0,1.63210295163746,5.12651153697717,-0.0504474088474084,9.84933902626368,9.85336732293851,"lamella_northeast_3","northeast_5","northeast",5,"lamella","lamella_west_3","west_5","west",5,"lamella"
"76","NE5L","N2SP",2519458,0.601425101936089,0.981177452124006,0,1.58683590545174,4.86286731831464,-0.0108802729356446,9.84933902626368,8.42806324105631,"lamella_northeast_3","northeast_5","northeast",5,"lamella","spore_north_1","north_2","north",2,"spore"
"77","NE5L","N4SP",2677872,0.613500669779166,0.982188620529482,0,1.64656521353711,5.0178159865037,0.0268522017561558,9.84933902626368,9.69140309024737,"lamella_northeast_3","northeast_5","northeast",5,"lamella","spore_north_3","north_4","north",4,"spore"
"78","NE5L","N4S",2756458,0.60287543013759,0.97948036510032,0,1.82114083147859,5.51016288034723,-0.276646114329521,9.84933902626368,9.94254415228311,"lamella_northeast_3","northeast_5","northeast",5,"lamella","stipe_north_3","north_4","north",4,"stipe"
"79","NE5L","NE3S",2766472,0.581913784337566,0.981489508854745,0,1.72915326512874,5.23886285009043,-0.165598013456033,9.84933902626368,10.1367314151562,"lamella_northeast_3","northeast_5","northeast",5,"lamella","stipe_northeast_1","northeast_3","northeast",3,"stipe"
"80","NE5L","NW4S",2525818,0.58572756480265,0.978865906738794,0,1.68318213591347,5.12701305580494,-0.139692093734459,9.84933902626368,8.29226100713483,"lamella_northeast_3","northeast_5","northeast",5,"lamella","stipe_northwest_2","northwest_4","northwest",4,"stipe"
"81","NE5L","N4L",2518043,0.642485619931783,0.982138327481676,0,1.62187721374766,5.0436666464462,0.000856934504632047,9.84933902626368,9.7006902315444,"lamella_northeast_3","northeast_5","northeast",5,"lamella","lamella_north_3","north_4","north",4,"lamella"
"82","NE5L","NE3L",2706670,0.631839569596879,0.987197398892723,0,1.48122811870502,4.29551319514617,-0.0245725509199884,9.84933902626368,9.86431564750248,"lamella_northeast_3","northeast_5","northeast",5,"lamella","lamella_northeast_1","northeast_3","northeast",3,"lamella"
"83","NE5L","NW5L",2756692,0.606317526879154,0.982755557987532,0,1.61795224539771,5.05640123643288,-0.000651328758488499,9.84933902626368,10.2442516271712,"lamella_northeast_3","northeast_5","northeast",5,"lamella","lamella_northwest_3","northwest_5","northwest",5,"lamella"
"84","NE5L","N3SP",2565696,0.603926777757704,0.981619432404289,0,1.59519720815963,4.8816398866939,-0.00280265633126364,9.84933902626368,8.72734335024228,"lamella_northeast_3","northeast_5","northeast",5,"lamella","spore_north_2","north_3","north",3,"spore"
"85","NE5L","W3SP",2512755,0.604303217062733,0.98123408865712,0,1.60961083572904,4.92745085642861,0.0371076504600124,9.84933902626368,8.7405607581908,"lamella_northeast_3","northeast_5","northeast",5,"lamella","spore_west_1","west_3","west",3,"spore"
"86","NE5L","NW5S",2213284,0.626643588582468,0.978215808551234,0,1.74927159064196,5.34804207317732,-0.157373486277691,9.84933902626368,8.69485725777494,"lamella_northeast_3","northeast_5","northeast",5,"lamella","stipe_northwest_3","northwest_5","northwest",5,"stipe"
"87","NE5L","NW4L",2671700,0.631938413892289,0.982203996191743,0,1.62847357558658,5.08185259258086,-0.00227074535730565,9.84933902626368,9.95883760618417,"lamella_northeast_3","northeast_5","northeast",5,"lamella","lamella_northwest_2","northwest_4","northwest",4,"lamella"
"88","NE5L","NE4SP",2257493,0.607282632008364,0.984751610931161,0,1.47420400218418,4.32334016860498,0.0466756917179169,9.84933902626368,8.20820749899239,"lamella_northeast_3","northeast_5","northeast",5,"lamella","spore_northeast_1","northeast_4","northeast",4,"spore"
"89","NE5L","NW5SP",2513675,0.598123995665844,0.98068959298994,0,1.5867511260963,4.93113133288353,0.00926960155195518,9.84933902626368,8.46440291861712,"lamella_northeast_3","northeast_5","northeast",5,"lamella","spore_northwest_2","northwest_5","northwest",5,"spore"
"90","NE5L","W3L",2486978,0.641471054162369,0.981783694117847,0,1.61618131165825,5.06091568938853,0.016300885862054,9.84933902626368,9.53813703520306,"lamella_northeast_3","northeast_5","northeast",5,"lamella","lamella_west_1","west_3","west",3,"lamella"
"91","NE5L","NE5S",2361358,0.607804505218676,0.979735278111814,0,1.70267751167765,5.07881230099557,-0.0694080357550899,9.84933902626368,8.52353874445286,"lamella_northeast_3","northeast_5","northeast",5,"lamella","stipe_northeast_3","northeast_5","northeast",5,"stipe"
"92","NE5L","NW3S",2156822,0.620869052770259,0.980644056948954,0,1.72938341610437,5.03959529756256,-0.136474676910533,9.84933902626368,8.68495915089529,"lamella_northeast_3","northeast_5","northeast",5,"lamella","stipe_northwest_1","northwest_3","northwest",3,"stipe"
"93","NE5L","N2S",2374530,0.636011498262389,0.97780837395211,0,1.79013161264278,5.49969485138307,-0.288873352504139,9.84933902626368,8.92090702626311,"lamella_northeast_3","northeast_5","northeast",5,"lamella","stipe_north_1","north_2","north",2,"stipe"
"94","NE5L","W5SP",1993429,0.609672811701756,0.980233114575815,0,1.57736642978523,4.88384041325044,0.0116160699673778,9.84933902626368,8.04338692340584,"lamella_northeast_3","northeast_5","northeast",5,"lamella","spore_west_2","west_5","west",5,"spore"
"95","NW3L","W4L",2703318,0.621364321687303,0.982042784715244,0,1.65004939344131,5.1014695829864,0.0147699264805601,9.82541638235583,9.99158621740444,"lamella_northwest_1","northwest_3","northwest",3,"lamella","lamella_west_2","west_4","west",4,"lamella"
"96","NW3L","W5L",2679718,0.623101784206537,0.981505862689337,0,1.67665310753591,5.14388392784003,-0.035580275567139,9.82541638235583,9.85336732293851,"lamella_northwest_1","northwest_3","northwest",3,"lamella","lamella_west_3","west_5","west",5,"lamella"
"97","NW3L","N2SP",2531038,0.589918456790955,0.980834128610427,0,1.6332199422464,4.89261232736402,-0.00508121316306542,9.82541638235583,8.42806324105631,"lamella_northwest_1","northwest_3","northwest",3,"lamella","spore_north_1","north_2","north",2,"spore"
"98","NW3L","N4SP",2690866,0.602480259984919,0.981735587320664,0,1.69458710993735,5.06612949279259,0.0405944976350338,9.82541638235583,9.69140309024737,"lamella_northwest_1","northwest_3","northwest",3,"lamella","spore_north_3","north_4","north",4,"spore"
"99","NW3L","N4S",2770792,0.591234843920776,0.978543135229056,0,1.87340324413285,5.59470737176495,-0.263103091118842,9.82541638235583,9.94254415228311,"lamella_northwest_1","northwest_3","northwest",3,"lamella","stipe_north_3","north_4","north",4,"stipe"
"100","NW3L","NE3S",2781278,0.569518528559766,0.979883223978977,0,1.80118069839877,5.42829496160923,-0.153206123805833,9.82541638235583,10.1367314151562,"lamella_northwest_1","northwest_3","northwest",3,"lamella","stipe_northeast_1","northeast_3","northeast",3,"stipe"
"101","NW3L","NW4S",2536549,0.577120958094044,0.984831734218026,0,1.58902456403004,4.33375991046274,-0.135171297349491,9.82541638235583,8.29226100713483,"lamella_northwest_1","northwest_3","northwest",3,"lamella","stipe_northwest_2","northwest_4","northwest",4,"stipe"
"102","NW3L","N4L",2527174,0.630894973981761,0.981629819443481,0,1.67419958855472,5.10018400242595,0.0115518365389678,9.82541638235583,9.7006902315444,"lamella_northwest_1","northwest_3","northwest",3,"lamella","lamella_north_3","north_4","north",4,"lamella"
"103","NW3L","NE3L",2718710,0.618285539957595,0.981917250310144,0,1.65495093206013,5.08967147106937,-0.0101822516485758,9.82541638235583,9.86431564750248,"lamella_northwest_1","northwest_3","northwest",3,"lamella","lamella_northeast_1","northeast_3","northeast",3,"lamella"
"104","NW3L","NW5L",2771067,0.596055597179738,0.982269076342184,0,1.66755465532069,5.1102159213699,0.0132000122912536,9.82541638235583,10.2442516271712,"lamella_northwest_1","northwest_3","northwest",3,"lamella","lamella_northwest_3","northwest_5","northwest",5,"lamella"
"105","NW3L","N3SP",2576780,0.592138075179006,0.981067353089337,0,1.64582382366921,4.93911929878699,0.00552146693350386,9.82541638235583,8.72734335024228,"lamella_northwest_1","northwest_3","northwest",3,"lamella","spore_north_2","north_3","north",3,"spore"
"106","NW3L","W3SP",2524005,0.592923908470445,0.980877651494731,0,1.65595637836593,4.96295980561371,0.0462730112744804,9.82541638235583,8.7405607581908,"lamella_northwest_1","northwest_3","northwest",3,"lamella","spore_west_1","west_3","west",3,"spore"
"107","NW3L","NW5S",2218662,0.614415152982379,0.977352801557567,0,1.803059075712,5.42263165274115,-0.148722643649772,9.82541638235583,8.69485725777494,"lamella_northwest_1","northwest_3","northwest",3,"lamella","stipe_northwest_3","northwest_5","northwest",5,"stipe"
"108","NW3L","NW4L",2682790,0.621109506676782,0.981928781423471,0,1.6735212270661,5.10289111416554,0.0135830841815664,9.82541638235583,9.95883760618417,"lamella_northwest_1","northwest_3","northwest",3,"lamella","lamella_northwest_2","northwest_4","northwest",4,"lamella"
"109","NW3L","NE4SP",2265784,0.593711983649261,0.979953092756305,0,1.62338133483052,4.94733489520939,0.0539889665643939,9.82541638235583,8.20820749899239,"lamella_northwest_1","northwest_3","northwest",3,"lamella","spore_northeast_1","northeast_4","northeast",4,"spore"
